filename,intervention_type,totals_exact_rate,totals_within1_rate,totals_within3_rate,totals_mae,totals_rmse,totals_max_abs,totals_max_abs_window,categories_exact_rate,categories_within1_rate,categories_within3_rate,categories_mae,categories_rmse,category_shifts,kappa_totals,kappa_totals_values,kappa_categories,kappa_categories_values,per_arm_presence_flips,recon_fail_run1,recon_fail_run2,status
35759733,intervention,0.6666666666666666,1.0,1.0,0.3333333333333333,0.5773502691896257,1.0,1_month,0.9166666666666666,1.0,1.0,0.08333333333333333,0.28867513459481287,0,,0.6249999999999999,1.0,0.875968992248062,0,,,FAIL
35763704,control,0.16666666666666666,0.5,0.8333333333333334,1.8333333333333333,2.273030282830976,4.0,6_months,0.4583333333333333,0.9166666666666666,1.0,0.625,0.8897565210026093,2,,0.1428571428571428,0.5102040816326531,0.2727272727272727,6,,,FAIL
35763704,intervention,0.16666666666666666,0.5,0.8333333333333334,1.8333333333333333,2.273030282830976,4.0,6_months,0.4583333333333333,0.9166666666666666,1.0,0.625,0.8897565210026093,2,,0.1428571428571428,0.5102040816326531,0.2727272727272727,6,,,FAIL
35922251,control,0.16666666666666666,0.16666666666666666,0.3333333333333333,15.333333333333334,20.248456731316587,37.0,12_months,0.625,0.625,0.7083333333333334,3.8333333333333335,8.514693182963201,0,,0.1428571428571428,0.33333333333333337,0.47058823529411764,9,,,FAIL
35922251,intervention,0.16666666666666666,0.3333333333333333,0.3333333333333333,11.833333333333334,16.487368902688303,31.0,12_months,0.4166666666666667,0.4166666666666667,0.5,4.541666666666667,8.30913152300929,0,,0.11764705882352944,-0.1428571428571428,0.24494382022471906,14,,,FAIL
35947817,intervention,1.0,1.0,1.0,0.0,0.0,0.0,screening_window,0.5833333333333334,1.0,1.0,0.4166666666666667,0.6454972243679028,10,,1.0,0.5652173913043479,0.2857142857142857,5,,,FAIL
36099926,control,0.0,0.5,1.0,1.6666666666666667,1.8257418583505538,3.0,9_months,0.625,0.8333333333333334,0.9583333333333334,0.6666666666666666,1.2583057392117916,0,,-0.05882352941176472,0.6,0.4988399071925754,5,,,FAIL
36099926,intervention,0.0,0.5,1.0,1.6666666666666667,1.8257418583505538,3.0,9_months,0.625,0.8333333333333334,0.9583333333333334,0.6666666666666666,1.2583057392117916,0,,-0.05882352941176472,0.6,0.4988399071925754,5,,,FAIL
36108662,control,0.8333333333333334,1.0,1.0,0.16666666666666666,0.408248290463863,1.0,screening_window,0.9583333333333334,1.0,1.0,0.041666666666666664,0.2041241452319315,0,,0.8,1.0,0.9139784946236559,0,,,FAIL
36108662,intervention,0.8333333333333334,1.0,1.0,0.16666666666666666,0.408248290463863,1.0,screening_window,0.9583333333333334,1.0,1.0,0.041666666666666664,0.2041241452319315,0,,0.8,1.0,0.9139784946236559,0,,,FAIL
36155117,control,0.8333333333333334,0.8333333333333334,1.0,0.5,1.224744871391589,3.0,screening_window,0.5833333333333334,0.7083333333333334,0.8333333333333334,1.625,3.0618621784789726,8,,0.8,0.5945945945945945,0.4495412844036698,5,,,FAIL
36155117,intervention,0.8333333333333334,0.8333333333333334,1.0,0.5,1.224744871391589,3.0,screening_window,0.5833333333333334,0.7083333333333334,0.8333333333333334,1.625,3.0618621784789726,8,,0.8,0.5945945945945945,0.4495412844036698,5,,,FAIL
36162037,intervention,0.6666666666666666,0.8333333333333334,1.0,0.5,0.9128709291752769,2.0,12_months,0.9166666666666666,0.9583333333333334,1.0,0.125,0.45643546458763845,0,,0.625,1.0,0.8064516129032258,0,,,FAIL
36265504,control,0.16666666666666666,0.16666666666666666,0.3333333333333333,8.0,9.486832980505138,13.0,9_months,0.7916666666666666,0.7916666666666666,0.8333333333333334,2.0,4.743416490252569,0,,0.09090909090909094,0.5652173913043479,0.6417910447761195,5,,,FAIL
36265504,intervention,0.8333333333333334,1.0,1.0,0.16666666666666666,0.408248290463863,1.0,screening_window,0.9583333333333334,1.0,1.0,0.041666666666666664,0.2041241452319315,0,,0.8,1.0,0.9024390243902439,0,,,FAIL
36308441,control,0.8333333333333334,0.8333333333333334,1.0,0.3333333333333333,0.816496580927726,2.0,screening_window,0.9583333333333334,0.9583333333333334,1.0,0.08333333333333333,0.408248290463863,0,,0.8,0.9166666666666666,0.93717277486911,1,,,FAIL
36308441,intervention,0.8333333333333334,0.8333333333333334,1.0,0.3333333333333333,0.816496580927726,2.0,screening_window,0.9583333333333334,0.9583333333333334,1.0,0.08333333333333333,0.408248290463863,0,,0.8,0.9166666666666666,0.93717277486911,1,,,FAIL
36322844,control,0.0,0.0,0.3333333333333333,5.166666666666667,5.6421036266035856,7.0,6_months,0.4166666666666667,0.625,0.8333333333333334,1.5416666666666667,2.4748737341529163,0,,0.0,0.33333333333333337,0.2774193548387097,8,,,FAIL
36322844,intervention,0.0,0.0,0.3333333333333333,5.166666666666667,5.6421036266035856,7.0,6_months,0.4166666666666667,0.625,0.8333333333333334,1.5416666666666667,2.4748737341529163,0,,0.0,0.33333333333333337,0.2774193548387097,8,,,FAIL
36327426,control,0.16666666666666666,0.16666666666666666,0.5,4.333333333333333,5.0990195135927845,8.0,3_months,0.7916666666666666,0.7916666666666666,0.875,1.0833333333333333,2.5495097567963922,0,,0.11764705882352944,1.0,0.52,0,,,FAIL
36327426,intervention,0.16666666666666666,0.16666666666666666,0.3333333333333333,5.833333333333333,6.645800679125628,8.0,3_months,0.7916666666666666,0.7916666666666666,0.8333333333333334,1.4583333333333333,3.322900339562814,0,,0.11764705882352944,1.0,0.52,0,,,FAIL
36346687,control,0.3333333333333333,0.6666666666666666,1.0,1.0,1.2909944487358056,2.0,6_months,0.7916666666666666,0.875,1.0,0.3333333333333333,0.7637626158259734,0,,0.2727272727272727,0.7391304347826086,0.653179190751445,3,,,FAIL
36346687,intervention,0.3333333333333333,0.6666666666666666,1.0,1.0,1.2909944487358056,2.0,6_months,0.375,0.4583333333333333,0.6666666666666666,2.9166666666666665,4.358898943540674,2,,0.2727272727272727,-0.13043478260869557,-0.040462427745664664,13,,,FAIL
36455168,control,0.8333333333333334,1.0,1.0,0.16666666666666666,0.408248290463863,1.0,screening_window,0.9583333333333334,1.0,1.0,0.041666666666666664,0.2041241452319315,0,,0.8,0.8947368421052632,0.908745247148289,1,,,FAIL
36455168,intervention,0.8333333333333334,1.0,1.0,0.16666666666666666,0.408248290463863,1.0,screening_window,0.9583333333333334,1.0,1.0,0.041666666666666664,0.2041241452319315,0,,0.8,0.8947368421052632,0.908745247148289,1,,,FAIL
36473143,control,0.8333333333333334,1.0,1.0,0.16666666666666666,0.408248290463863,1.0,screening_window,0.9583333333333334,1.0,1.0,0.041666666666666664,0.2041241452319315,0,,0.8064516129032258,0.8947368421052632,0.908745247148289,1,,,FAIL
36473143,intervention,0.16666666666666666,1.0,1.0,0.8333333333333334,0.9128709291752769,1.0,screening_window,0.5833333333333334,0.875,1.0,0.5416666666666666,0.8897565210026093,2,,0.1428571428571428,0.16083916083916083,0.375,10,,,FAIL
36503738,control,1.0,1.0,1.0,0.0,0.0,0.0,screening_window,1.0,1.0,1.0,0.0,0.0,0,,1.0,1.0,1.0,0,,,FAIL
36503738,intervention,0.8333333333333334,1.0,1.0,0.16666666666666666,0.408248290463863,1.0,screening_window,0.9583333333333334,1.0,1.0,0.041666666666666664,0.2041241452319315,0,,0.8,0.9032258064516129,0.9180887372013652,1,,,FAIL
36521097,control,0.5,0.6666666666666666,0.6666666666666666,3.6666666666666665,6.4031242374328485,14.0,12_months,0.625,0.9166666666666666,0.9166666666666666,1.1666666666666667,3.24037034920393,0,,0.4374999999999999,0.5,0.4600000000000001,6,,,FAIL
36521097,intervention,0.5,0.6666666666666666,0.6666666666666666,3.6666666666666665,6.4031242374328485,14.0,12_months,0.625,0.9166666666666666,0.9166666666666666,1.1666666666666667,3.24037034920393,0,,0.4374999999999999,0.5,0.4600000000000001,6,,,FAIL
36535566,control,0.0,0.16666666666666666,0.3333333333333333,6.0,6.658328118479393,8.0,3_months,0.5416666666666666,0.625,0.8333333333333334,1.5,2.6299556396765835,0,,-0.09090909090909083,0.5167785234899329,0.4273318872017354,6,,,FAIL
36535566,intervention,0.0,0.3333333333333333,0.3333333333333333,4.333333333333333,4.932882862316247,6.0,3_months,0.7083333333333334,0.7916666666666666,0.8333333333333334,1.25,2.7233557730613653,0,,0.0,0.5167785234899329,0.6207674943566591,6,,,FAIL
36541957,control,0.0,0.16666666666666666,0.16666666666666666,5.5,5.958187643906492,7.0,3_months,0.16666666666666666,0.625,0.7916666666666666,3.2083333333333335,5.240069974087496,0,,-0.028571428571428692,0.1428571428571428,0.06066536203522499,11,,,FAIL
36541957,intervention,0.0,0.16666666666666666,0.16666666666666666,5.5,5.958187643906492,7.0,3_months,0.20833333333333334,0.3333333333333333,0.6666666666666666,3.7083333333333335,5.458174297937605,0,,0.0,0.1428571428571428,0.14925373134328335,11,,,FAIL
36623230,intervention,0.16666666666666666,0.16666666666666666,0.16666666666666666,9.333333333333334,10.739335795724674,13.0,3_months,0.5833333333333334,0.7916666666666666,0.7916666666666666,2.75,5.823801736552049,0,,0.1428571428571428,0.9090909090909091,0.5031055900621118,1,,,FAIL
36669140,intervention,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.3333333333333335,4.163331998932265,6.0,9_months,0.6666666666666666,0.8333333333333334,0.8333333333333334,1.0,2.0816659994661326,0,,0.2941176470588236,1.0,0.5983263598326359,0,,,FAIL
36764316,control,0.3333333333333333,0.3333333333333333,0.5,3.1666666666666665,4.02077936060494,6.0,9_months,0.25,0.4583333333333333,0.5833333333333334,4.791666666666667,7.419007121351662,4,,0.2941176470588236,-0.37142857142857144,0.04635761589403986,16,,,FAIL
36764316,intervention,0.16666666666666666,0.3333333333333333,0.6666666666666666,2.8333333333333335,3.6285901761795403,7.0,12_months,0.125,0.4583333333333333,0.7083333333333334,4.208333333333333,6.585969936159746,2,,0.11764705882352933,0.03225806451612889,0.0436432637571158,10,,,FAIL
36795891,control,0.3333333333333333,0.6666666666666666,1.0,1.0,1.2909944487358056,2.0,6_months,0.4166666666666667,0.625,0.9166666666666666,1.1666666666666667,1.707825127659933,5,,0.2727272727272727,0.08333333333333337,0.1557788944723617,11,,,FAIL
36795891,intervention,0.16666666666666666,0.5,0.5,4.333333333333333,5.94418483337567,11.0,12_months,0.7916666666666666,0.875,0.875,1.0833333333333333,2.972092416687835,0,,0.11764705882352933,0.9166666666666666,0.7149643705463182,1,,,FAIL
36952634,control,0.16666666666666666,0.16666666666666666,0.5,5.666666666666667,7.047458170621991,12.0,12_months,0.5,0.6666666666666666,0.75,2.5833333333333335,5.163977794943222,2,,0.11764705882352944,0.5833333333333333,0.3271028037383177,5,,,FAIL
36952634,intervention,0.16666666666666666,0.16666666666666666,0.5,5.666666666666667,7.047458170621991,12.0,12_months,0.5,0.6666666666666666,0.75,2.5833333333333335,5.163977794943222,2,,0.11764705882352944,0.5833333333333333,0.3271028037383177,5,,,FAIL
36969338,control,0.8333333333333334,0.8333333333333334,1.0,0.5,1.224744871391589,3.0,9_months,0.9583333333333334,0.9583333333333334,1.0,0.125,0.6123724356957945,0,,0.8064516129032258,1.0,0.9139784946236559,0,,,FAIL
36969338,intervention,0.8333333333333334,0.8333333333333334,1.0,0.5,1.224744871391589,3.0,9_months,0.9583333333333334,0.9583333333333334,1.0,0.125,0.6123724356957945,0,,0.7931034482758621,1.0,0.9228295819935691,0,,,FAIL
36996380,intervention,0.6666666666666666,0.8333333333333334,1.0,0.6666666666666666,1.2909944487358056,3.0,12_months,0.875,0.9583333333333334,1.0,0.16666666666666666,0.5,0,,0.6129032258064515,1.0,0.8038147138964578,0,,,FAIL
37069359,control,0.3333333333333333,0.3333333333333333,0.3333333333333333,5.333333333333333,6.531972647421808,8.0,3_months,0.6666666666666666,0.8333333333333334,0.8333333333333334,1.6666666666666667,3.696845502136472,0,,0.2941176470588235,1.0,0.5932203389830508,0,,,FAIL
37069359,intervention,0.3333333333333333,0.3333333333333333,0.3333333333333333,5.333333333333333,6.531972647421808,8.0,3_months,0.6666666666666666,0.8333333333333334,0.8333333333333334,1.6666666666666667,3.696845502136472,0,,0.2941176470588235,1.0,0.5932203389830508,0,,,FAIL
37071094,control,0.6666666666666666,0.6666666666666666,1.0,0.8333333333333334,1.4719601443879744,3.0,9_months,0.9166666666666666,0.9166666666666666,1.0,0.20833333333333334,0.7359800721939872,0,,0.625,1.0,0.8064516129032258,0,,,FAIL
37071094,intervention,0.6666666666666666,0.6666666666666666,1.0,0.8333333333333334,1.4719601443879744,3.0,9_months,0.9166666666666666,0.9166666666666666,1.0,0.20833333333333334,0.7359800721939872,0,,0.625,1.0,0.8064516129032258,0,,,FAIL
37075781,control,0.8333333333333334,1.0,1.0,0.16666666666666666,0.408248290463863,1.0,screening_window,0.9583333333333334,1.0,1.0,0.041666666666666664,0.2041241452319315,0,,0.8064516129032258,0.8947368421052632,0.908745247148289,1,,,FAIL
37075781,intervention,0.8333333333333334,1.0,1.0,0.16666666666666666,0.408248290463863,1.0,screening_window,0.9583333333333334,1.0,1.0,0.041666666666666664,0.2041241452319315,0,,0.8064516129032258,0.8947368421052632,0.908745247148289,1,,,FAIL
37080222,control,1.0,1.0,1.0,0.0,0.0,0.0,screening_window,0.9166666666666666,1.0,1.0,0.08333333333333333,0.28867513459481287,2,,1.0,0.8321678321678322,0.875,2,,,FAIL
37080222,intervention,1.0,1.0,1.0,0.0,0.0,0.0,screening_window,0.9166666666666666,1.0,1.0,0.08333333333333333,0.28867513459481287,2,,1.0,0.8321678321678322,0.875,2,,,FAIL
37080223,control,0.16666666666666666,0.16666666666666666,0.3333333333333333,6.5,7.6702889993359005,10.0,6_months,0.375,0.5416666666666666,0.8333333333333334,1.9583333333333333,3.115819849306653,0,,0.14285714285714268,0.6363636363636364,0.25311203319502074,4,,,FAIL
37080223,intervention,0.16666666666666666,0.16666666666666666,0.3333333333333333,6.5,7.6702889993359005,10.0,6_months,0.5,0.625,0.8333333333333334,1.7083333333333333,3.020761493398643,0,,0.14285714285714268,0.75,0.33944954128440363,3,,,FAIL
37086745,control,0.8333333333333334,1.0,1.0,0.16666666666666666,0.408248290463863,1.0,12_months,0.9583333333333334,1.0,1.0,0.041666666666666664,0.2041241452319315,0,,0.8064516129032258,0.9166666666666666,0.9346049046321526,1,,,FAIL
37086745,intervention,0.8333333333333334,1.0,1.0,0.16666666666666666,0.408248290463863,1.0,12_months,0.9583333333333334,1.0,1.0,0.041666666666666664,0.2041241452319315,0,,0.8064516129032258,0.9166666666666666,0.9346049046321526,1,,,FAIL
37104748,intervention,0.3333333333333333,0.3333333333333333,0.5,3.0,3.872983346207417,6.0,12_months,0.7916666666666666,0.8333333333333334,0.875,0.75,1.8257418583505538,0,,0.2727272727272727,1.0,0.6747967479674797,0,,,FAIL
37141294,control,0.8333333333333334,0.8333333333333334,1.0,0.3333333333333333,0.816496580927726,2.0,screening_window,0.9166666666666666,1.0,1.0,0.08333333333333333,0.28867513459481287,0,,0.8,0.9032258064516129,0.8367346938775511,1,,,FAIL
37141294,intervention,0.8333333333333334,0.8333333333333334,1.0,0.3333333333333333,0.816496580927726,2.0,screening_window,0.9166666666666666,1.0,1.0,0.08333333333333333,0.28867513459481287,0,,0.8,0.9032258064516129,0.8367346938775511,1,,,FAIL
37257422,intervention,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.3333333333333335,4.08248290463863,5.0,3_months,0.5,0.8333333333333334,0.8333333333333334,1.1666666666666667,2.1213203435596424,0,,0.2941176470588235,0.3142857142857143,0.18644067796610164,8,,,FAIL
37272516,control,0.8333333333333334,1.0,1.0,0.16666666666666666,0.408248290463863,1.0,screening_window,0.9583333333333334,1.0,1.0,0.041666666666666664,0.2041241452319315,0,,0.8064516129032258,0.9166666666666666,0.9376623376623376,1,,,FAIL
37272516,intervention,0.8333333333333334,1.0,1.0,0.16666666666666666,0.408248290463863,1.0,screening_window,0.9583333333333334,1.0,1.0,0.041666666666666664,0.2041241452319315,0,,0.8064516129032258,0.9166666666666666,0.9376623376623376,1,,,FAIL
37276510,control,0.16666666666666666,0.3333333333333333,0.3333333333333333,5.5,6.916164640415476,11.0,9_months,0.7083333333333334,0.8333333333333334,0.8333333333333334,1.375,3.2210246816812815,0,,0.1428571428571428,0.9090909090909091,0.6507276507276507,1,,,FAIL
37276510,intervention,0.16666666666666666,0.3333333333333333,0.3333333333333333,3.5,4.143267631552018,6.0,9_months,0.7083333333333334,0.8333333333333334,0.8333333333333334,0.875,1.8819316317727024,0,,0.1428571428571428,0.9090909090909091,0.6514522821576763,1,,,FAIL
37284847,control,0.16666666666666666,0.16666666666666666,0.16666666666666666,12.5,13.693063937629153,15.0,1_month,0.7916666666666666,0.7916666666666666,0.7916666666666666,3.125,6.846531968814577,0,,0.1428571428571429,0.5652173913043479,0.6202531645569621,5,,,FAIL
37284847,intervention,0.16666666666666666,0.16666666666666666,0.16666666666666666,12.5,13.693063937629153,15.0,1_month,0.7916666666666666,0.7916666666666666,0.7916666666666666,3.125,6.846531968814577,0,,0.1428571428571429,0.5652173913043479,0.6202531645569621,5,,,FAIL
37285865,control,0.3333333333333333,1.0,1.0,0.6666666666666666,0.816496580927726,1.0,screening_window,0.8333333333333334,1.0,1.0,0.16666666666666666,0.408248290463863,0,,0.2941176470588235,0.8947368421052632,0.6390977443609022,1,,,FAIL
37285865,intervention,0.3333333333333333,1.0,1.0,0.6666666666666666,0.816496580927726,1.0,screening_window,0.8333333333333334,1.0,1.0,0.16666666666666666,0.408248290463863,0,,0.2941176470588235,0.8947368421052632,0.6390977443609022,1,,,FAIL
37290035,control,0.0,0.0,0.3333333333333333,8.0,9.983319421247959,18.0,12_months,0.5416666666666666,0.6666666666666666,0.7916666666666666,2.0,3.872983346207417,0,,-0.05882352941176472,0.24528301886792447,0.3529411764705884,10,,,FAIL
37290035,intervention,0.0,0.0,0.3333333333333333,8.0,9.983319421247959,18.0,12_months,0.5416666666666666,0.6666666666666666,0.7916666666666666,2.0,3.872983346207417,0,,-0.05882352941176472,0.24528301886792447,0.3529411764705884,10,,,FAIL
37290461,control,0.8333333333333334,1.0,1.0,0.16666666666666666,0.408248290463863,1.0,screening_window,0.7083333333333334,1.0,1.0,0.2916666666666667,0.5400617248673217,6,,0.8,1.0,0.6111111111111112,0,,,FAIL
37290461,intervention,0.8333333333333334,1.0,1.0,0.16666666666666666,0.408248290463863,1.0,screening_window,0.9583333333333334,1.0,1.0,0.041666666666666664,0.2041241452319315,0,,0.8,1.0,0.9024390243902439,0,,,FAIL
37315297,control,0.3333333333333333,1.0,1.0,0.6666666666666666,0.816496580927726,1.0,screening_window,0.7083333333333334,0.7916666666666666,0.9583333333333334,0.6666666666666666,1.35400640077266,0,,0.19999999999999996,0.4084507042253521,0.5102040816326532,7,,,FAIL
37315297,intervention,0.8333333333333334,1.0,1.0,0.16666666666666666,0.408248290463863,1.0,screening_window,0.7083333333333334,0.75,0.9166666666666666,0.7916666666666666,1.567907310185565,6,,0.8064516129032258,0.4084507042253521,0.5961538461538461,7,,,FAIL
37331369,control,0.8333333333333334,1.0,1.0,0.16666666666666666,0.408248290463863,1.0,screening_window,0.9583333333333334,1.0,1.0,0.041666666666666664,0.2041241452319315,0,,0.8064516129032258,0.8947368421052632,0.908745247148289,1,,,FAIL
37331369,intervention,0.8333333333333334,1.0,1.0,0.16666666666666666,0.408248290463863,1.0,screening_window,0.9583333333333334,1.0,1.0,0.041666666666666664,0.2041241452319315,0,,0.8064516129032258,0.8947368421052632,0.908745247148289,1,,,FAIL
37342922,intervention,1.0,1.0,1.0,0.0,0.0,0.0,screening_window,0.9166666666666666,1.0,1.0,0.08333333333333333,0.28867513459481287,2,,1.0,0.9090909090909091,0.8945054945054945,1,,,FAIL
37379502,control,1.0,1.0,1.0,0.0,0.0,0.0,screening_window,0.5833333333333334,0.5833333333333334,1.0,0.8333333333333334,1.2909944487358056,10,,1.0,0.5652173913043479,0.2899408284023669,5,,,FAIL
37379502,intervention,1.0,1.0,1.0,0.0,0.0,0.0,screening_window,0.5833333333333334,0.5833333333333334,1.0,0.8333333333333334,1.2909944487358056,10,,1.0,0.5652173913043479,0.2899408284023669,5,,,FAIL
37423228,control,0.16666666666666666,1.0,1.0,0.8333333333333334,0.9128709291752769,1.0,1_month,0.375,0.75,0.9166666666666666,1.125,1.6708281379802852,2,,0.11764705882352944,0.23943661971830987,0.0450928381962864,9,,,FAIL
37423228,intervention,0.16666666666666666,1.0,1.0,0.8333333333333334,0.9128709291752769,1.0,1_month,0.7083333333333334,1.0,1.0,0.2916666666666667,0.5400617248673217,2,,0.11764705882352944,0.5522388059701493,0.47987616099071206,5,,,FAIL
37478390,intervention,0.16666666666666666,0.3333333333333333,0.3333333333333333,10.666666666666666,14.094916341243982,25.0,12_months,0.5833333333333334,0.7916666666666666,0.8333333333333334,3.0833333333333335,7.444237144709098,0,,0.11764705882352933,0.16083916083916083,0.3893129770992366,10,,,FAIL
37499670,control,1.0,1.0,1.0,0.0,0.0,0.0,screening_window,1.0,1.0,1.0,0.0,0.0,0,,1.0,1.0,1.0,0,,,FAIL
